id,gender,masterCategory,subCategory,articleType,baseColour,season,usage,productDisplayName,style,occasion
39668,Men,Footwear,Shoes,Sports Shoes,White,Summer,Sports,Lotto Men White Sports Shoes,Sporty,Sports
41772,Women,Apparel,Topwear,Tops,Pink,Summer,Casual,Remanika Women Striped Pink Top,Casual,College
14570,Men,Footwear,Shoes,Casual Shoes,Black,Fall,Casual,Vans Men Rowley Style 99'S Black Casual Shoes,Casual,Casual
5127,Women,Apparel,Topwear,Shirts,Red,Summer,Casual,Wrangler Women Holly Checks Shirt,Formal,Office
36620,Women,Footwear,Shoes,Heels,Yellow,Winter,Casual,Catwalk Women Yellow Flats,Party,Party
16227,Men,Apparel,Topwear,Tshirts,Purple,Fall,Casual,Puma Men Polo Purple TShirt,Casual,Casual
34177,Boys,Apparel,Topwear,Tshirts,White,Summer,Casual,Gini and Jony Boys White T-shirt,Casual,Casual
28528,Women,Apparel,Topwear,Tshirts,Pink,Summer,Sports,Nike Women Cruiser Hurley Dot Pink T-shirt,Casual,Casual
8638,Unisex,Footwear,Sandal,Sandals,Brown,Fall,Casual,Crocs Khakhi Sandals,Casual,Casual
13755,Men,Apparel,Topwear,Shirts,Black,Fall,Formal,Belmonte Men Check Black Shirts,Formal,Office
2302,Women,Apparel,Topwear,Tshirts,White,Fall,Sports,Nike Women Icon SS White T-shirt,Casual,Casual
11466,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,Casual,United Colors of Benetton Men Solid Navy Blue Polo Tshirt,Casual,Casual
41316,Women,Apparel,Bottomwear,Leggings,Purple,Summer,Ethnic,Aurelia Women Purple Leggings,Casual,Casual
14928,Men,Apparel,Topwear,Tshirts,Grey,Fall,Casual,Mr. Men Men Beware Grey Melange Tshirts,Casual,Casual
57273,Men,Apparel,Topwear,Shirts,Red,Summer,Casual,French Connection Men Red Check Shirt,Formal,Office
4491,Men,Footwear,Shoes,Sports Shoes,White,Summer,Sports,Lotto Men's Classe White Navy Shoe,Sporty,Sports
36244,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,Mr. Men Blue Mr. Strong T-shirt,Casual,Casual
20321,Men,Apparel,Topwear,Shirts,Olive,Summer,Casual,Mother Earth Men Solid Olive Shirt,Formal,Office
14114,Men,Apparel,Bottomwear,Jeans,Blue,Fall,Casual,Flying Machine Men Washed Jeans,Casual,Travel
44664,Women,Apparel,Bottomwear,Trousers,Charcoal,Summer,Formal,Wills Lifestyle Women Charcoal Trousers,Formal,Office
5543,Men,Apparel,Topwear,Tshirts,White,Summer,Sports,Nike Men's Trainning White T-shirt,Casual,Casual
27938,Women,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,Jealous 21 Women Blue Magic Colour Jeans,Casual,Travel
22476,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,Timberland Men Blue T-shirt,Casual,Casual
16643,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,Facit Men Smart Blue Tshirt,Casual,Casual
7214,Men,Apparel,Topwear,Shirts,Purple,Fall,Casual,Scullers Men Scul Purple Shirt,Formal,Office
27104,Women,Apparel,Topwear,Kurtas,Black,Summer,Ethnic,Aneri Women Naahar Black Kurta,Ethnic,Festival
2766,Men,Apparel,Topwear,Tshirts,Grey,Summer,Casual,Classic Polo Men's Light Grey T-shirt,Casual,Casual
9980,Men,Apparel,Topwear,Jackets,Black,Fall,Sports,Nike Men As Sideline J Black Jackets,Unknown,General
23796,Women,Footwear,Shoes,Flats,Black,Summer,Casual,Clarks Women Black Leather Ballerinas,Casual,Casual
34721,Girls,Apparel,Bottomwear,Trousers,Black,Summer,Casual,Allen Solly Kids Girls Twill Black Trousers,Formal,Office
7026,Men,Apparel,Topwear,Tshirts,Green,Summer,Casual,Classic Polo Men's Combo Pack of 2 Purple Seaweed Green T-shirt,Casual,Casual
22644,Men,Apparel,Bottomwear,Shorts,Navy Blue,Fall,Sports,Nike Men Solid Navy Blue Shorts,Casual,Casual
16471,Men,Apparel,Topwear,Shirts,Red,Fall,Casual,Locomotive Men Check Red Shirt,Formal,Office
8852,Men,Apparel,Topwear,Shirts,Grey,Fall,Casual,Mark Taylor Men Grey Striped Shirt,Formal,Office
2554,Women,Apparel,Topwear,Tshirts,White,Summer,Casual,Domyos Women's Proteen White T-shirt,Casual,Casual
43673,Women,Apparel,Topwear,Jackets,Blue,Summer,Casual,ONLY Women Blue Jacket,Unknown,General
13103,Men,Apparel,Topwear,Sweatshirts,Black,Fall,Casual,ADIDAS Men Sf Striped Hood Black Sweatshirts,Casual,Winter
31253,Men,Apparel,Topwear,Tshirts,Red,Summer,Casual,Puma Men Dizzy Graphic Red T-shirt,Casual,Casual
3486,Men,Apparel,Topwear,Tshirts,White,Fall,Sports,ADIDAS Men's Polo Chrome White T-shirt,Casual,Casual
11654,Women,Apparel,Topwear,Tshirts,White,Fall,Casual,Lee Women Printed White Tshirts,Casual,Casual
25461,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,Sports,Nike Men Dart 9 MSL Grey Sports Shoes,Sporty,Sports
57041,Women,Apparel,Dress,Dresses,Black,Summer,Party,Elle Black Sheath Dress,Party,Party
39802,Men,Apparel,Topwear,Shirts,Purple,Summer,Formal,Peter England Men Purple Formal Shirt,Formal,Office
45584,Men,Footwear,Shoes,Formal Shoes,Black,Summer,Formal,Arrow Men Black Formal Shoes,Formal,Office
44456,Women,Footwear,Shoes,Heels,Black,Summer,Casual,Senorita Women Black Sandals,Party,Party
5771,Women,Apparel,Bottomwear,Jeans,Black,Summer,Casual,Jealous 21 Women's Black Grey Jegging,Casual,Travel
20113,Women,Apparel,Topwear,Kurtas,Gold,Fall,Ethnic,Diva Women Gold Printed Kurta,Ethnic,Festival
14326,Women,Apparel,Topwear,Tops,Black,Fall,Casual,ADIDAS Women Printed Black Tops,Casual,College
58009,Women,Apparel,Topwear,Tops,Yellow,Fall,Casual,Latin Quarters Women Yellow Top,Casual,College
11492,Women,Footwear,Shoes,Heels,Brown,Winter,Casual,Catwalk Women Bronze Brown Wedges,Party,Party
24775,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,Casual,Ganuchi Men Navy Suede Casual Shoes,Casual,Casual
57287,Men,Apparel,Topwear,Shirts,Brown,Summer,Casual,French Connection Men Brown Shirt,Formal,Office
4465,Boys,Apparel,Topwear,Tshirts,Red,Summer,Casual,Disney Boy's Marked Red Teen Kidswear,Casual,Casual
45742,Women,Apparel,Topwear,Kurtas,Mustard,Summer,Ethnic,Folklore Women Yellow Kurta,Ethnic,Festival
15032,Women,Apparel,Topwear,Sweaters,Blue,Fall,Casual,ADIDAS Women Stripes Blue Sweaters,Casual,Winter
44690,Women,Apparel,Topwear,Tops,White,Summer,Casual,Wills Lifestyle Women Multi Coloured Top,Casual,College
47015,Women,Apparel,Topwear,Kurtas,Cream,Fall,Ethnic,Shree Women Cream & Fushia  Printed Kurta,Ethnic,Festival
17765,Men,Footwear,Shoes,Formal Shoes,Brown,Winter,Formal,Buckaroo Men Nieves Brown Formal Shoe,Formal,Office
22482,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,Casual,Timberland Men Navy Blue Rugby T-Shirt,Casual,Casual
35435,Boys,Apparel,Bottomwear,Shorts,Blue,Summer,Casual,Doodle Boys Check Blue Shorts,Casual,Casual
3640,Men,Footwear,Shoes,Casual Shoes,Black,Summer,Casual,Fila Men's Universe HI Black Shoe,Casual,Casual
12217,Men,Apparel,Bottomwear,Trousers,Beige,Fall,Formal,Basics Men Beige New Improved Fit Trousers,Formal,Office
9974,Men,Apparel,Topwear,Tshirts,Black,Fall,Sports,Nike Men Black Polo Tshirts,Casual,Casual
17557,Men,Apparel,Topwear,Shirts,Blue,Fall,Formal,Mark Taylor Men Blue & White Shirt,Formal,Office
47227,Men,Footwear,Shoes,Formal Shoes,Black,Summer,Formal,Franco Leone Men Black Formal Shoes,Formal,Office
12819,Men,Footwear,Shoes,Sports Shoes,White,Fall,Sports,Nike Men Air Impetus White Shoes,Sporty,Sports
29258,Women,Footwear,Shoes,Sports Shoes,White,Summer,Sports,ADIDAS Women Vanquish 5 W White Sports Shoes,Sporty,Sports
16485,Men,Apparel,Topwear,Shirts,Grey,Fall,Casual,Locomotive Men Check Grey Shirt,Formal,Office
9148,Women,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,Lee Women Blue Jeans,Casual,Travel
43687,Girls,Apparel,Topwear,Tops,Pink,Summer,Casual,Doodle Girls Pink Top,Casual,College
12025,Men,Apparel,Topwear,Shirts,White,Fall,Formal,Mark Taylor Men White & Blue Striped Shirt,Formal,Office
32422,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,ADIDAS Men One Love Black T-shirt,Casual,Casual
24547,Women,Apparel,Topwear,Tops,Blue,Fall,Ethnic,Mother Earth Women Blue Top,Casual,College
10772,Boys,Footwear,Shoes,Casual Shoes,Navy Blue,Winter,Casual,Disney Kids Navy Blue Casual Shoes,Casual,Casual
15200,Men,Apparel,Topwear,Tshirts,Yellow,Fall,Casual,Arrow Sport Men Stripes Yellow Polo Tshirts,Casual,Casual
4657,Women,Footwear,Shoes,Sports Shoes,White,Summer,Sports,ADIDAS Women Sprint Speed Low White Blue Shoe,Sporty,Sports
37150,Men,Apparel,Topwear,Tshirts,Grey,Summer,Casual,Campbell Men Pack of 3 T-shirt,Casual,Casual
5785,Women,Apparel,Topwear,Tops,Blue,Summer,Casual,Jealous 21 Women V Neck Blue Graphic Top,Casual,College
53415,Women,Apparel,Topwear,Kurtas,Orange,Fall,Ethnic,Alma Women Orange Kurta,Ethnic,Festival
35263,Women,Apparel,Topwear,Shirts,Purple,Summer,Casual,Lee Women Beth Purple Check Shirt,Formal,Office
23306,Women,Apparel,Topwear,Kurtas,Blue,Fall,Ethnic,W Women Blue Kurta,Ethnic,Festival
6564,Men,Apparel,Bottomwear,Shorts,Blue,Summer,Sports,Nike Men's Woven Blue Short,Casual,Casual
47643,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,Casual,Carlton London Men Light Brown Loafers,Casual,Casual
42331,Women,Apparel,Saree,Sarees,Navy Blue,Summer,Ethnic,Prafful Navy Crepe Printed Saree,Ethnic,Wedding
3016,Men,Apparel,Topwear,Tshirts,Beige,Summer,Casual,Lee Men's Bottle Grey T-shirt,Casual,Casual
40466,Men,Footwear,Shoes,Casual Shoes,White,Summer,Casual,Fila Men Rockford White Shoes,Casual,Casual
33194,Women,Apparel,Topwear,Tops,White,Summer,Casual,Sepia Women Printed White Top,Casual,College
58499,Women,Apparel,Dress,Dresses,White,Fall,Casual,Tonga White Floral Design Dress,Party,Party
21451,Women,Apparel,Topwear,Tshirts,Green,Winter,Casual,Roxy Women Green Graphic Printed T-Shirt,Casual,Casual
4233,Men,Apparel,Topwear,Tshirts,Orange,Summer,Casual,Probase Men's Away To Glory Green Tshirt,Casual,Casual
40654,Women,Apparel,Topwear,Kurtas,Pink,Summer,Ethnic,Span Women Pink Kurta,Ethnic,Festival
1573,Women,Apparel,Bottomwear,Track Pants,Grey,Fall,Sports,Kalenji Women Athletes Grey Track Pants,Sporty,Sports
24311,Men,Apparel,Bottomwear,Shorts,Black,Fall,Casual,ADIDAS Men Black Shorts,Casual,Casual
32274,Women,Apparel,Topwear,Kurtas,Brown,Summer,Ethnic,Vishudh Women Printed Brown Kurta,Ethnic,Festival
41786,Women,Apparel,Dress,Dresses,Black,Summer,Casual,Remanika Women Black Dress,Party,Party
14584,Women,Apparel,Topwear,Tops,Red,Summer,Casual,United Colors of Benetton Women Solid Red Tops,Casual,College
45326,Women,Footwear,Shoes,Heels,Multi,Summer,Casual,Cobblerz Women Multi-Coloured Wedges,Party,Party
35051,Women,Apparel,Topwear,Kurtis,Blue,Summer,Ethnic,Fabindia Women Printed Blue Kurtis,Ethnic,Festival
7684,Men,Apparel,Topwear,Tshirts,Black,Fall,Sports,Puma Men's Brazil Black Green T-shirt,Casual,Casual
6756,Men,Footwear,Shoes,Sports Shoes,White,Summer,Sports,Nike Men's Air Googly 2 White Shoe,Sporty,Sports
42103,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,ADIDAS Men Black Polo T-shirt,Casual,Casual
12673,Men,Apparel,Bottomwear,Trousers,Beige,Fall,Casual,Probase Men Solid Beige Cargos,Formal,Office
54066,Men,Footwear,Shoes,Casual Shoes,Olive,Summer,Casual,ADIDAS Men Olive Shoes,Casual,Casual
27594,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,Scullers Men Navy Blue polo T-shirt,Casual,Casual
23908,Men,Footwear,Shoes,Casual Shoes,Black,Fall,Casual,Fila Men Vendata Black Casual Shoes,Casual,Casual
48439,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,French Connection Men White Printed T-shirt,Casual,Casual
36875,Men,Apparel,Topwear,Tshirts,Orange,Summer,Casual,Spykar Men Cult Orange T-shirt,Casual,Casual
20910,Men,Apparel,Bottomwear,Jeans,Blue,Fall,Casual,Deni Yo Men Washed Blue Jeans,Casual,Travel
56990,Women,Footwear,Shoes,Flats,Brown,Winter,Casual,HM Women Beige Sandals,Casual,Casual
14319,Men,Apparel,Bottomwear,Shorts,White,Fall,Sports,ADIDAS Men Solid White Shorts,Casual,Casual
13900,Men,Footwear,Shoes,Sports Shoes,Black,Fall,Sports,Nike Men Air Max Quarter Black Sports Shoes,Sporty,Sports
7019,Women,Apparel,Topwear,Tops,White,Summer,Casual,s.Oliver Women's White Blouse Top,Casual,College
19406,Men,Footwear,Shoes,Sports Shoes,White,Fall,Sports,ADIDAS Men White Twenty2yds Lite IV Sports Shoes,Sporty,Sports
27907,Women,Apparel,Bottomwear,Trousers,Olive,Summer,Casual,Scullers For Her Olive Trousers,Formal,Office
50855,Women,Apparel,Saree,Sarees,Cream,Summer,Ethnic,Prafful Women Cream Crepe Sari,Ethnic,Wedding
19634,Women,Apparel,Topwear,Tops,Black,Summer,Casual,United Colors of Benetton Women Solid Black Top,Casual,College
11459,Men,Apparel,Topwear,Shirts,Blue,Fall,Formal,United Colors of Benetton Men Light Winters Blue Shirts,Formal,Office
39233,Women,Apparel,Dress,Dresses,Blue,Summer,Casual,Femella Women Blue GGT Pannel Princess Dress,Party,Party
14917,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,Casual,Mr. Men Men Mr.Happy Navy Blue Tshirts,Casual,Casual
33709,Men,Footwear,Shoes,Formal Shoes,Brown,Winter,Formal,Cobblerz Men Brown Semi-formal Shoes,Formal,Office
45789,Women,Footwear,Shoes,Flats,Maroon,Summer,Casual,Senorita Women Maroon Sandals,Casual,Casual
16218,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,Casual,Puma Men Graphic Navy Blue TShirt,Casual,Casual
34148,Girls,Apparel,Bottomwear,Skirts,Blue,Summer,Casual,Gini and Jony Girls Washed Blue Skirt,Party,Party
54891,Women,Apparel,Topwear,Tops,Beige,Summer,Casual,Do u speak green Women Beige Top,Casual,College
28517,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,Nike Men Manu Core Black T-shirt,Casual,Casual
8607,Men,Apparel,Topwear,Tshirts,Blue,Fall,Casual,Scullers Men Blue Polo T-Shirts,Casual,Casual
22811,Men,Apparel,Topwear,Tshirts,Black,Fall,Casual,Locomotive Men Black Printed Tshirt,Casual,Casual
38785,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,Casual,Woodland Men Brown Shoes,Casual,Casual
5924,Men,Footwear,Shoes,Casual Shoes,Green,Summer,Casual,ADIDAS Men's Derby Fresh Green Shoe,Casual,Casual
39657,Men,Footwear,Shoes,Casual Shoes,White,Summer,Casual,Lotto Men White Shoes,Casual,Casual
58660,Women,Apparel,Topwear,Kurtas,Green,Summer,Ethnic,ALayna Women Green Kurta,Ethnic,Festival
5118,Women,Apparel,Topwear,Tshirts,Red,Summer,Casual,Wrangler Women Reverse Striper Red T-shirt,Casual,Casual
11801,Women,Apparel,Topwear,Kurtas,Navy Blue,Fall,Ethnic,Vishudh Women Navy Blue Kurta,Ethnic,Festival
44831,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,Puma Men Black Faas Graphic T-shirt,Casual,Casual
52954,Women,Apparel,Saree,Sarees,Green,Fall,Ethnic,FNF Green Sari,Ethnic,Wedding
39465,Women,Apparel,Topwear,Kurtis,Beige,Summer,Ethnic,Diva Women Beige Kurti,Ethnic,Festival
28725,Women,Apparel,Topwear,Kurtas,Green,Summer,Ethnic,W Women Printed Green Kurta,Ethnic,Festival
19062,Women,Apparel,Topwear,Kurtis,Maroon,Fall,Ethnic,Aurelia Women Solid Maroon Kurti,Ethnic,Festival
8435,Women,Apparel,Topwear,Tops,Purple,Fall,Casual,Jealous 21 Women Edie Purple Top,Casual,College
13558,Women,Footwear,Shoes,Flats,Navy Blue,Winter,Casual,Carlton London Women Navy Blue Flat Shoes,Casual,Casual
6769,Men,Apparel,Topwear,Shirts,Black,Summer,Casual,Timberland Men Claremont Popl Black Shirt,Formal,Office
26479,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,Puma Men Ferrari Black Polo T-shirt,Casual,Casual
54059,Women,Apparel,Bottomwear,Leggings,White,Summer,Casual,Myntra Women White Leggings,Casual,Casual
23937,Men,Footwear,Shoes,Sports Shoes,Black,Summer,Sports,Lotto Men Black Trainer Sports Shoes,Sporty,Sports
48406,Men,Apparel,Topwear,Tshirts,Cream,Summer,Casual,French Connection Men Cream Striped T-shirt,Casual,Casual
38771,Men,Footwear,Shoes,Casual Shoes,Khaki,Summer,Casual,Woodland Men Khaki Shoes,Casual,Casual
4802,Men,Apparel,Topwear,Tshirts,Blue,Summer,Sports,ADIDAS Men's Best Shot Teal Blue T-shirt,Casual,Casual
58694,Women,Apparel,Topwear,Kurtas,Green,Summer,Ethnic,ALayna Women Green Kurta,Ethnic,Festival
37739,Men,Apparel,Topwear,Shirts,Green,Summer,Casual,John Players Men Striped Shirt,Formal,Office
45319,Women,Footwear,Shoes,Heels,Black,Summer,Casual,Cobblerz Women Black Heels,Party,Party
15469,Men,Apparel,Topwear,Tshirts,Blue,Fall,Casual,Puma Men Bolt Essential Blue Tshirts,Casual,Casual
53872,Women,Footwear,Shoes,Sports Shoes,White,Summer,Sports,Puma Women Speeder Ind White Sports Shoes,Sporty,Sports
38543,Men,Footwear,Shoes,Casual Shoes,White,Summer,Casual,Puma Men White Contest Hi Shoes,Casual,Casual
40459,Men,Footwear,Shoes,Casual Shoes,Grey,Winter,Casual,Red Tape Men Grey Shoes,Casual,Casual
24920,Women,Apparel,Topwear,Tops,Navy Blue,Summer,Casual,United Colors of Benetton Women Navy Blue Top,Casual,College
33997,Women,Apparel,Dress,Dresses,Purple,Summer,Casual,Femella Women Purple & Black Dress,Party,Party
32845,Women,Footwear,Shoes,Flats,Black,Winter,Casual,Grendha Women Jola Cigana Black Sandals,Casual,Casual
7489,Women,Apparel,Bottomwear,Capris,Black,Summer,Sports,Nike Women As Be Strong Black Capri,Casual,Casual
3815,Boys,Apparel,Topwear,Tshirts,Orange,Summer,Casual,Disney Kids Boy's Orange Just Cruising Kidswear,Casual,Casual
23339,Men,Footwear,Shoes,Sports Shoes,Grey,Fall,Sports,Reebok Men Negotiator Grey Sport Shoes,Sporty,Sports
18978,Men,Apparel,Topwear,Jackets,White,Summer,Casual,ADIDAS Originals Men CR WB PS White Jacket,Unknown,General
19096,Women,Apparel,Topwear,Kurtas,Maroon,Fall,Ethnic,Mother Earth Women Calssic Maroon Kurta,Ethnic,Festival
3029,Women,Apparel,Topwear,Tshirts,Peach,Summer,Casual,Lee Women Zoe Dark Peach T-shirt,Casual,Casual
17930,Women,Apparel,Bottomwear,Track Pants,Black,Fall,Casual,Nike Women Casual Black Track Pant,Sporty,Sports
56964,Women,Footwear,Shoes,Flats,Black,Winter,Casual,HM Women Black Sandals,Casual,Casual
17568,Men,Apparel,Topwear,Shirts,Blue,Fall,Formal,Mark Taylor Men Blue & White Striped Shirt,Formal,Office
47218,Men,Footwear,Sandal,Sandals,Brown,Summer,Casual,Franco Leone Men Brown Sandals,Casual,Casual
12826,Men,Apparel,Topwear,Shirts,White,Fall,Casual,Spykar Men Check White Shirts,Formal,Office
29267,Men,Footwear,Shoes,Sports Shoes,Blue,Summer,Sports,ADIDAS Men Predito Blue Sports Shoes,Sporty,Sports
48250,Boys,Apparel,Topwear,Tshirts,Red,Summer,Casual,The Amazing Spiderman Boys Red T-Shirt,Casual,Casual
9177,Men,Apparel,Bottomwear,Jeans,Blue,Fall,Casual,Locomotive Men Bade Blue Jeans,Casual,Travel
18520,Women,Apparel,Topwear,Jackets,Black,Fall,Casual,C Vox Women Solid 1354 Black Jacket,Unknown,General
6903,Women,Apparel,Topwear,Tshirts,Cream,Summer,Casual,Tantra Women's Mudra Cream T-shirt,Casual,Casual
31298,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,Puma Men Glyth Black T-shirt,Casual,Casual
30944,Women,Apparel,Topwear,Kurtis,Olive,Summer,Ethnic,Fabindia Women Olive Silk Kurti,Ethnic,Festival
29055,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,ADIDAS Men Flame Black T-shirt,Casual,Casual
26821,Men,Apparel,Bottomwear,Trousers,Brown,Summer,Casual,Highlander Men Brown Trousers,Formal,Office
18712,Women,Apparel,Bottomwear,Skirts,Black,Fall,Formal,Arrow Women Solid Black Skirt,Party,Party
48062,Men,Apparel,Topwear,Shirts,White,Summer,Casual,French Connection Men White Shirt,Formal,Office
9345,Men,Apparel,Bottomwear,Shorts,Green,Fall,Casual,Puma Men Checks Green Shorts,Casual,Casual
42558,Women,Apparel,Topwear,Kurtas,Multi,Summer,Ethnic,Mother Earth Women Multi Coloured Kurta,Ethnic,Festival
25698,Women,Apparel,Topwear,Tops,Brown,Summer,Casual,Mumbai Slang Women Printed Brown Top,Casual,College
15831,Women,Apparel,Topwear,Kurtas,Green,Fall,Ethnic,Visudh Green Printed Ethnic Kurta,Ethnic,Festival
5588,Men,Footwear,Shoes,Sports Shoes,Blue,Summer,Sports,ADIDAS Men's Kestrel Navy Blue Shoe,Sporty,Sports
59382,Women,Apparel,Topwear,Kurtas,Blue,Summer,Ethnic,Vishudh Women Blue Printed Kurta,Ethnic,Festival
15891,Unisex,Footwear,Sandal,Sandals,Yellow,Fall,Casual,Warner Bros Kids Unisex TJ Rainbow Clog Yellow Sandals,Casual,Casual
39267,Men,Footwear,Shoes,Casual Shoes,Beige,Winter,Casual,Red Chief Men Beige Shoes,Casual,Casual
57218,Women,Apparel,Bottomwear,Capris,Blue,Fall,Casual,Kraus Jeans Women Blue Capris,Casual,Casual
14943,Men,Apparel,Topwear,Tshirts,Black,Fall,Casual,Status Quo Men Stripes Black Tshirts,Casual,Casual
12288,Men,Apparel,Bottomwear,Trousers,Grey,Fall,Formal,Genesis Men Solid Grey Trousers,Formal,Office
34578,Women,Apparel,Dress,Dresses,Red,Summer,Casual,Tonga Women Printed Red Dress,Party,Party
26881,Women,Apparel,Topwear,Tshirts,Peach,Summer,Casual,Jealous 21 Women Pink T-shirt,Casual,Casual
16628,Men,Apparel,Topwear,Tshirts,Olive,Summer,Casual,Facit Men Smart Olive Tshirt,Casual,Casual
13168,Women,Footwear,Shoes,Sports Shoes,Grey,Fall,Sports,Skechers Women Smart Grey Sports Shoes,Sporty,Sports
43618,Women,Apparel,Topwear,Tops,White,Summer,Casual,Vero Moda Women White Top,Casual,College
31238,Men,Apparel,Topwear,Tshirts,Green,Summer,Casual,Puma Men Schon Polo Green T-shirt,Casual,Casual
7871,Men,Footwear,Shoes,Formal Shoes,Black,Summer,Formal,Provogue Men's Formal Black Shoe,Formal,Office
13954,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,United Colors of Benetton Men Printed White  Polo Tshirts,Casual,Casual
28315,Men,Footwear,Shoes,Casual Shoes,Grey,Winter,Casual,Red Tape Men Grey Shoes,Casual,Casual
8839,Men,Apparel,Bottomwear,Trousers,Grey,Summer,Casual,Scullers Men Scul Grey Trousers,Formal,Office
12886,Men,Footwear,Shoes,Casual Shoes,Black,Fall,Casual,Lotto Men Sprint Black Casual Shoes,Casual,Casual
35698,Men,Footwear,Shoes,Sports Shoes,Black,Winter,Sports,Nike Black Egoli Fg     Football  Sports Shoes,Sporty,Sports
41973,Girls,Apparel,Topwear,Tops,Pink,Summer,Casual,Gini and Jony Girls Core Pink Top,Casual,College
39869,Women,Footwear,Shoes,Heels,Grey,Spring,Casual,Catwalk Women Grey & Blue Flats,Party,Party
20178,Men,Apparel,Topwear,Shirts,Green,Fall,Casual,Wrangler Men Tiny Green Shirt,Formal,Office
21896,Women,Apparel,Topwear,Kurtas,Blue,Fall,Ethnic,BIBA Women Printed Blue Kurta,Ethnic,Festival
8461,Women,Apparel,Topwear,Tops,Pink,Fall,Casual,Jealous 21 Women Jealous Caley Pink Top Pink Tops,Casual,College
3089,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,Probase Men's Dead Tired Black T-shirt,Casual,Casual
19036,Women,Footwear,Shoes,Heels,Tan,Winter,Casual,Catwalk Women Tan Heels,Party,Party
7429,Women,Apparel,Topwear,Kurtas,Pink,Summer,Casual,W Women's Round Neck Sleeveless Pink Top,Ethnic,Festival
28771,Women,Apparel,Topwear,Kurtis,Green,Summer,Ethnic,Aurelia Women Printed Green Kurti,Ethnic,Festival
2967,Men,Footwear,Shoes,Sports Shoes,Black,Fall,Sports,Puma Men's Mid Pixel Black & Silver Canvas Shoe,Sporty,Sports
14729,Men,Apparel,Topwear,Tshirts,White,Fall,Casual,Ed Hardy Men Don.Ed White Tshirts,Casual,Casual
33937,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,ADIDAS Men Polo Black T-shirt,Casual,Casual
25852,Women,Apparel,Topwear,Kurtas,Green,Summer,Ethnic,Diva Women Printed Green Kurta,Ethnic,Festival
36479,Men,Footwear,Shoes,Casual Shoes,Black,Summer,Casual,Spinn Men Benzeen Black Shoes,Casual,Casual
44865,Men,Apparel,Topwear,Tshirts,Grey,Summer,Casual,Puma Men Grey & White Polo T-shirt,Casual,Casual
10987,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,Casual,Inkfruit Men Boyz Navy Blue Tshirts,Casual,Casual
5970,Men,Apparel,Topwear,Shirts,Red,Summer,Casual,Highlander Men Red White Checked Shirts,Formal,Office
33339,Men,Footwear,Shoes,Formal Shoes,Black,Summer,Formal,Homme Men Black Formal Shoes,Formal,Office
41719,Women,Footwear,Shoes,Heels,Orange,Winter,Casual,Catwalk Women Orange Flats,Party,Party
39603,Women,Footwear,Shoes,Heels,Black,Winter,Casual,Catwalk Women Black Heels,Party,Party
19204,Men,Apparel,Topwear,Shirts,Green,Fall,Casual,United Colors of Benetton Men Check Green Shirt,Formal,Office
22845,Men,Footwear,Shoes,Casual Shoes,Olive,Summer,Casual,Woodland Men Olive Casual Shoes,Casual,Casual
9781,Men,Apparel,Topwear,Tshirts,Black,Fall,Casual,ADIDAS Men Bnce Hop Black Tshirts,Casual,Casual
2369,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,Casual,Red Tape Casual Brown Men's Shoe,Casual,Casual
28543,Men,Apparel,Topwear,Tshirts,Grey,Summer,Casual,Nike Men Bold Stripe Grey T-shirt,Casual,Casual
43872,Men,Footwear,Shoes,Casual Shoes,Black,Summer,Casual,Puma Men Blue Driving Power Lo Shoes,Casual,Casual
8495,Women,Apparel,Bottomwear,Skirts,Blue,Fall,Casual,Forever New Women Cornflower Blue Skirts,Party,Party
9547,Men,Apparel,Topwear,Tshirts,Grey,Summer,Sports,Nike Men Manu Cshss Training Grey T-Shirts,Casual,Casual
3841,Women,Footwear,Shoes,Flats,White,Summer,Casual,Crocs Women Lady Oyster Flats,Casual,Casual
